amount,benefit,description_1,description_2,format,link,name,price,property_1,property_2,property_3,property_4,property_5,raters,rating,temperature,time
,,"nuestro pack 6 pomos the new tea culture, incluye 6 pomos de los tes favoritos de los clientes adagio, cada uno representando a nuestras distintas variedades.","english breakfast (20gr): mezcla de tes negros puros, provenientes de keemun.blanco arandano (12gr): te blanco, arandanos y esencia natural de arandanos.verde mango (20gr): te verde, trozos de manzana y mango, flor de calendula y esencia natural de mango.pu erh naranja chip (20gr): te rojo con cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.oolong durazno (18gr): te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.rooibos verde bonita (22gr): rooibos verde, cascara de naranja, flor de calendula, frutillas y esencia natural de durazno, frutilla y naranja.",,https://adagio.cl/products/pack-6-pomos-the-tea-culture,6 pomos the new tea culture,Agotado,,,,,,,,,
"2,5g/250ml",rooibos,"un desayuno diferente y rico, asi definimos nuestro blueberry pancake, que combina sabores tan dulces como el arandano, vainilla, maple y rosa mosqueta. es como comerte un esponjoso y dulce pancake.  una experiencia deliciosa y beneficiosa! ayuda a mejorar el sistema inmunologico, es antioxidante y antiinflamatorio. *exlusivo online","honeybush, rosa mosqueta, trozos de manzana, arandanos, aciano azul, sabor a maple(o arce) y sabor natural a arandanos y vainilla",70 gramos,https://adagio.cl/products/blueberry-pancake,blueberry pancake,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5-10 min
"2,5g/250ml",rooibos,"nada mas delicioso que un queque recien salido del horno, ese aroma que impregna cualquier lugar, exactamente asi es nuestro nut banana, que mezcla sabores tan reconfortantes como el cacao, platano y castana. es una infusion que no contiene azucar ni cafeina, asi que es perfecta para tomar a cualquier hora del dia. este te te ayudara a aliviar estres, mejorar el humor y disminuir los niveles de colesterol.*exlusivo online","honeybush, trozos de manzana, canela, granos de cacao, flor de calendula y sabor natural a platano y castana.",70 gramos,https://adagio.cl/products/nut-banana,nut banana,5990,relajante,sin-cafeina,,,,2,5,100 celsius,5 min
,,"comenzamos con la fruta de cactus subtropical, el cual es ligeramente dulce. agregamos una pizca de jengibre natural para condimentar las cosas y terminamos con una menta unica y deliciosa que es verdaderamente la materia de la leyenda.",,,https://adagio.cl/products/mentitas-fruto-de-dragon,mentitas fruto de dragon,Agotado,,,,,,2,5,,
"2,5g/250ml",hierba,"una exquisita combinacion de frutos rojos, rosa mosqueta, hibisco, trozos de manzana, aciano azul y sabor natural a crema.  una taza de nuestro berry cream es como disfrutar tu mermelada de frutos rojos favorita, pero con muchos mas beneficios, es antioxidante, acelera el metabolismo, estimula el apetito y mejora la digestion. ademas el sabor natural a crema es apto para veganos. *exlusivo online","rosa mosqueta, hibisco, trozos de manzana, aciano azul, frambuesas, arandanos, hojas de frambuesa, frutillas y sabor natural a crema, arandano, frutilla y mora.",70 gramos,https://adagio.cl/products/berry-cream,berry cream,5990,relajante,sin-cafeina,,,,2,5,100 celsius,5-10 min
,,"presentado en japon durante la dinastia tang de nombre apropiado, se dice que la fruta tangy yuzu calienta el cuerpo y relaja la mente. estos citricos florales se mezclan con jengibre para una experiencia inolvidable.","sorbitol, mezcla de tes verdes, extracto de yuzu y jengibre, aceite de menta y estearato de calcio.",,https://adagio.cl/products/mentitas-jengibre,mentitas verde jengibre,1990,,,,,,1,5,,
,,"el clasico earl grey bravo, uno de los favoritos de adagio, se complementa con chocolate 85% cacao de la mas alta calidad, traido directamente de vietnam.elaborado por la fete chocolat exclusivo para adagio.","el clasico earl grey bravo, uno de los favoritos de adagio, se complementa con chocolate 85% cacao de la mas alta calidad, traido directamente de vietnam.elaborado por la fete chocolat exclusivo para adagio.",,https://adagio.cl/products/chocolate-73-cacao-con-earl-grey,chocolate 85% cacao con earl grey bravo,Agotado,,,,,,3,5,,
,,"una combinacion para deleitarse: 45 gramos de chocolate blanco combinado con matcha puro. su color y su textura son solo el acompanamiento de un sabor espectacular. el chocolate se acopla con las notas vegetales del matcha, creando un producto unico y delicioso.elaborado por la fete chocolat exclusivo para adagio.","una combinacion para deleitarse: 45 gramos de chocolate blanco combinado con matcha puro. su color y su textura son solo el acompanamiento de un sabor espectacular. el chocolate se acopla con las notas vegetales del matcha, creando un producto unico y delicioso.elaborado por la fete chocolat exclusivo para adagio.",,https://adagio.cl/products/chocolate-con-matcha,chocolate blanco con matcha puro,Agotado,,,,,,8,4,,
,,"nuestro famoso matcha frambuesa da color y sabor a esta barra compuesta por 45 gramos de 73% de cacao de la mas alta calidad, traido directamente de vietnam. todas las bondades y dulzor del matcha frambuesa, combinadas con el cacao: dos superalimentos en un mismo producto.elaborado por la fete chocolat exclusivo para adagio.chocolate 73% vietnam (pasta de cacao, azucar, manteca de cacao, aroma: vainilla natural), mezcla de te matcha japones y esencia natural de frambuesa, frambuesa liofilizada, frutilla liofilizada, manteca de cacao y colorante liposoluble: rojo, rosado, morado y cobre.","nuestro famoso matcha frambuesa da color y sabor a esta barra compuesta por 45 gramos de 73% de cacao de la mas alta calidad, traido directamente de vietnam. todas las bondades y dulzor del matcha frambuesa, combinadas con el cacao: dos superalimentos en un mismo producto.elaborado por la fete chocolat exclusivo para adagio.chocolate 73% vietnam (pasta de cacao, azucar, manteca de cacao, aroma: vainilla natural), mezcla de te matcha japones y esencia natural de frambuesa, frambuesa liofilizada, frutilla liofilizada, manteca de cacao y colorante liposoluble: rojo, rosado, morado y cobre.",,https://adagio.cl/products/chocolate-73-cacao-con-matcha-frambuesa,chocolate 73% cacao con matcha frambuesa,Agotado,,,,,,3,3.3,,
2g por taza,hierba,"el te de hojas de arabica tiene un cuerpo ligero y decididamente diferente de las infusiones hechas con el grano de cafe. en nuestra arabica lemon turmeric, mezclamos curcuma dorada con jengibre, hojas de arabica y las notas edificantes de limoncillo y sabor natural de limon. ligeramente picante, similar a una hierba y citrica, es una forma deliciosa de darse un gusto.","te de hojas de cafe , curcuma, naranja, jengibre, lemon grass, pimienta negra, flores de calendula y sabor natural a limon.",43 gramos,https://adagio.cl/products/arabica-lemon-turmeric,arabica lemon turmeric,5990,antioxidante,,,,,,,100 celsius,5-10 min
2g por taza,hierba,"si bien las hojas de arabica no tienen el caracter tostado y rico del grano de cafe, en nuestro arabica mocha, se mezclan con mate tostado, achicoria, semillas de cacao y un toque de avellana para recrear la comodidad acogedora, agregar cuerpo y carne. sube los niveles de cafeina un poco. una bebida alternativa agradable con un poco menos de nerviosismo, la taza es de nuez, tostada y ofrece un final seco.","te de hojas de cafe  mate tostado, achicoria, granos de cacao, cartamo y sabor natural a chocolate y avellana.",43 gramos,https://adagio.cl/products/arabica-mocha,arabica mocha,5990,antioxidante,,,,,,,100 celsius,5-10 min
2g por taza,hierba,"el te arabica se elabora a partir de las hojas de la planta del cafe, que son exclusivas de los granos de cafe porque el sabor elaborado es ligero, parecido a una hierba y algo neutro. combina especialmente bien con sabores citricos, como el de la bergamota en el clasico te earl grey. una valiosa fuente de antioxidantes, con poca cafeina y un sabor citrico refrescante, ligero y facil de preparar, nuestro earl grey arabica es una version verdaderamente novedosa de un viejo favorito.","te de hojas de cafe, naranja, aciano azul y sabor natural a bergamota.",43 gramos,https://adagio.cl/products/arabica-earl-grey,arabica earl grey,5990,antioxidante,,,,,,,100 celsius,5-10 min
"2,5g/250ml",negro,"este te negro original de ceylan (sri lanka), de sabor intenso y color rojizo combinado con arandanos, tiene propiedades antioxidantes y fortalecedoras del sistema inmune, es ideal para quienes buscan disfrutar toda la intensidad del te y la delicadeza del sabor de los arandanos.","te negro, sabor natural de arandanos, hojas de frambuesa y arandanos.",85 gramos,https://adagio.cl/products/arandano,arandano,5990,antioxidante,,,,,4,4.8,100 celsius,3 min
"2,5g/250ml",hierba,"aunque el te de hojas de arabica de la planta del cafe no sabe a cafe, ofrece una infusion herbacea de cuerpo ligero cargada de antioxidantes y niveles mas ligeros de cafeina. combinado con nuestras especias masala chai favoritas, arabica chai produce una infusion ligera pero picante para calentar su corazon y papilas gustativas.","te de hojas de cafe, canela, jengibre, lemongrass, clavo de olor, cilantro, cardamomo, pimienta roja y sabor natural a canela picante y a especias.",43 gramos,https://adagio.cl/products/arabica-chai,arabica chai,5990,antioxidante,,,,,1,5,100 celsius,5-3 min
,,prepara tu te con la cuchara de medida perfecta. permite medir la cantidad exacta para la preparacion del te. su material es de acero inoxidable.,echar la cantidad de cucharadas indicadas segun el te y accesorio que se utilizara.,dorada,https://adagio.cl/products/cuchara-medida-perfecta-dorada,cuchara medida perfecta dorada,3490,,,,,,4,4.8,,
"2,5g/250ml",negro,"sabias que una taza de nuestro frutos del bosque, esta llena de antioxidantes y posee propiedades antiinflamatorias? este te negro de sri lanka posee un sabor intenso y profundo, y los frutos rojos le agregan un toque fresco y frutal, otorgandole un aroma relajante y dulce.","te negro, sabor natural de frutos del bosque, hojas de frambuesa, frambuesas y fresas.",85 gramos,https://adagio.cl/products/frutos-del-bosque,frutos del bosque,5990,antioxidante,,,,,4,5,100 celsius,3 min
"2,5g/250ml",blanco,"combinamos te blanco proveniente de fuijan, china con aromaticos arandanos, para una infusion con extra antioxidantes y que ayuda a mejorar el sistema inmune, la memoria, regular los niveles de azucar en la sangre y reducir la presion arterial y el colesterol. un sabor dulce y fresco, de aroma refrescante y perfumado, es el favorito de muchos fanaticos del te.","te blanco, arandanos y esencia natural de arandanos.",43 gramos,https://adagio.cl/products/blanco-arandano,blanco arandano,5990,antioxidante,,,,,7,4.9,80 celsius,3-5 min
"2,5g/250ml",hierba,"esta infusion combina manzanilla, rooibos y menta, las cuales en conjunto, actuan como relajantes y a la vez te ayudaran a disminuir la ansiedad y dormir mejor. el rooibos es una hierba de origen sudafricano y no contiene cafeina. una de sus propiedades es ayudar a mantener el equilibrio del azucar en la sangre. es una infusion perfecta para antes de ir a dormir.","manzanilla, rooibos, menta y esencia natural de vainilla.",43 gramos,https://adagio.cl/products/foxtrot,foxtrot (relax),5990,relajante,sin-cafeina,,,,18,4.9,100 celsius,5-10 min
"2,5g/250ml",oolong,"nuestro te oolong de pomelo es estimulante tanto por su aroma como su sabor. esta mezcla de te de taiwan con pomelo, es rica en antioxidantes, favorece la eliminacion de grasas y mejora la digestion. es una excelente eleccion en que necesite el estimulo de una infusion citrica y aromatica. una gran opcion para preparar tanto frio como caliente.","te oolong, cascara de naranja, flor de calendula y esencia natural de pomelo.",57 gramos,https://adagio.cl/products/oolong-pomelo,oolong pomelo,5990,antioxidante,digestion,,,,5,5,100 celsius,3-5 min
"2,5g/250ml",verde,"la mezcla de te verde con manzana, damasco y flor de calendula no solo es una bomba natural de antioxidantes sino que ademas ayuda a mejorar la digestion y es un excelente depurativo natural. una combinacion calida y con un delicioso aroma frutal que se mezcla a la perfeccion con el sabor fresco del te verde.","te verde, manzana, esencia natural de damasco, damascos y flor de calendula.",85 gramos,https://adagio.cl/products/verde-damasco,verde damasco,5990,antioxidante,digestion,,,,3,4.7,80 celsius,2-3 min
"2,5g/250ml",hierba,"esta infusion tiene un sabor unico y caracteristico. gracias a la combinacion de sus ingredientes tiene como resultado un toque acido, con un sabor frutal y dulce a la vez.todos los beneficios diureticos y antioxidantes de sus componentes, se combinan con las propiedades antiinflamatorias de la frambuesa.","rosa mosqueta, hibisco, trozos de manzana, frambuesas y esencia natural de frambuesa.",85 gramos,https://adagio.cl/products/frambuesa-salvaje,frambuesa salvaje,Agotado,antioxidante,digestion,sin-cafeina,,,6,4.2,100 celsius,5-10 min
"2,5g/250ml",oolong,"este te oolong ha sido preparado con los tes oolongs mas oscuros y oxidados de taiwan. junto con manzana, damasco, calendula y esencia natural de durazno. aparte de ser rico en antioxidantes, es depurativo, antiinflamatorio y ayuda a mejorar la digestion. con suaves notas de miel, presenta una delicada astringencia y un persistente aroma floral y frutal. una mezcla fresca y cautivante.","te oolong, trozos de manzana y damascos, flor de calendula y esencia natural de durazno.",57 gramos,https://adagio.cl/products/oolong-durazno,oolong durazno,5990,digestion,,,,,12,5,100 celsius,3-5 min
"2,5g/250ml",rooibos,"el rooibos, que significa 'arbusto rojo', es una hierba y no un te como comunmente se cree. proveniente de sudafrica, posee propiedades unicas. nuestro rooibos, con certificacion organica, es alto en polifenoles, potentes antioxidantes, y otros minerales que ayudan a regular los niveles de azucar en la sangre y a fortalecer el sistema inmune. dejate sorprender por esta hierba sin cafeina, de sabor dulce y suave, con una textura ligera y fresca.",rooibos puro proveniente de sudafrica.,85 gramos,https://adagio.cl/products/rooibos,rooibos,Agotado,relajante,sin-cafeina,,,,5,5,100 celsius,5 min
"2,5g/250ml",hierba,"la combinacion de arandanos, hibisco y rosa mosqueta es una explosion de antioxidantes  y excelentes para ayudar a mejorar la memoria. deja que esta infusion te sorprenda con un sabor ligeramente acido, con notas dulces y frutales.","rosa mosqueta, hibisco, arandanos, esencia natural de arandanos y frutos del bosque.",85 gramos,https://adagio.cl/products/explosion-de-berries,explosion de berries,5990,antioxidante,digestion,sin-cafeina,,,18,4.8,100 celsius,5 min
"2,5g/250ml",rojo,"uno de los tes mas populares! una combinacion de te pu erh con cascara de naranja y granos de cacao, posee propiedades digestivas, diureticas y proporciona relajo y bienestar. el fresco sabor a naranja, con la terrosidad del te pu erh y la calidez del cacao, entregan una mezcla alegre y sabrosa.","te rojo pu erh, cascara de naranja, granos de cacao, aciano azul y esencia natural de chocolate y naranja.",85 gramos,https://adagio.cl/products/pu-erh-naranja-chip,pu erh naranja chip,6990,digestion,,,,,18,4.8,100 celsius,5 min
"2,5g/250ml",blanco,"una combinacion primaveral con te blanco y sabores frescos, gracias a las frutas y petalos de rosa, de aroma floral, dulce y frutal. es alto en antioxidantes, diuretico y ayuda a reducir la presion arterial y el colesterol, es una infusion no solamente muy sabrosa sino que tambien beneficiosa para la salud.","te blanco, rosa mosqueta, pina, mango, arandanos, petalos de rosa, manzana, hibisco, aceites esenciales de mango y pina.",43 gramos,https://adagio.cl/products/blanco-eterna-primavera,blanco eterna primavera,Agotado,antioxidante,,,,,4,4,80 celsius,3-5 min
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 800 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",transparente,https://adagio.cl/products/ingenuitea-800-ml,ingenuitea 800 ml,Agotado,,,,,,4,5,,
"2,5g/250ml",rooibos,"los exoticos sabores del clasico chai se mezclan con la delicadeza del rooibos y la vainilla para dar vida a una infusion full antioxidante, energizante y con propiedades diureticas y digestivas. atrevete a probar este blend que nos recuerda a los bazares de especias de medio oriente. naturalmente sin cafeina, ideal para cualquier momento.","rooibos, jengibre, canela, clavos de olor, cardamomo, naranja y esencia natural de vainilla",85 gramos,https://adagio.cl/products/rooibos-vainilla-chai,rooibos vainilla chai,5990,relajante,sin-cafeina,,,,9,4.8,100 celsius,5 min
"2,5g/250ml",rooibos,"de nuestras infusiones mas populares, la mezcla de rooibos verde con cascara de naranja, y esencia de durazno y frutillas, es alto en antioxidantes y tambien es una excelente infusion digestiva, que ayuda a favorecer la eliminacion de grasas. su sabor frutal es ideal para disfrutar en cualquier momento del dia.","rooibos verde, cascara de naranja, flor de calendula, frutillas y esencias naturales de duraznos, frutilla y naranja.",85 gramos,https://adagio.cl/products/rooibos-verde-bonita,rooibos verde bonita,5990,relajante,sin-cafeina,,,,46,5,100 celsius,5 min
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 450 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",transparente,https://adagio.cl/products/ingenuitea-450-ml,ingenuitea transparente,19990,,,,,,8,5,,
"2,5g/250ml",negro,esta mezcla es el balance perfecto entre el sabor clasico del te negro y un toque citrico y frutal de la bergamota y la cascara de naranja. rico en antioxidantes naturales y ayuda a favorecer la eliminacion de grasas. nuestro te 'earl gray bravo' posee un sabor intenso y un aroma unico.,"te negro, cascara de naranja, esencia natural de bergamota y aciano azul.",85 gramos,https://adagio.cl/products/earl-grey-bravo,earl grey bravo,5990,antioxidante,energizante,,,,25,4.8,100 celsius,3 min
"2,5g/250ml",negro,"todo el sabor fresco y tropical, se combina con nuestro fino te negro de sri lanka para una bebida rica en antioxidantes y que ayuda a mejorar la digestion. su aroma frutal, citrico y refrescante, se mezcla perfectamente con el te negro. ideal para disfrutar su sabor intenso de manera tradicional o como iced tea.","te negro, trozos de manzana, esencia natural de maracuya y flor de calendula.",85 gramos,https://adagio.cl/products/maracuya,maracuya,5990,antioxidante,digestion,,,,4,4.8,100 celsius,3 min
"2,5g/250ml",rooibos,"rooibos verde, full antioxidante, con toques de mango y naranja, ayuda a fortalecer el sistema inmune, reducir los niveles de estres y favorecer la eliminacion de grasas. un punch tropical, sabroso y muy fresco. ideal para compartir caliente o como una bebida fria.","rooibos verde, manzanilla, cascara de naranja, trozos de mango y esencia natural de maracuya, mango y damasco",85 gramos,https://adagio.cl/products/rooibos-tropical,rooibos verde tropical,5990,relajante,sin-cafeina,,,,1,5,100 celsius,5 min
"2,5g/250ml",verde,"una combinacion de te verde de china con flor de calendula, cascara de naranja y sabor natural a limon, es rica en antioxidantes, ayuda a mejorar la digestion y favorecer la eliminacion de grasas, ademas de ser un antibiotico natural. su sabor equilibra lo refrescante, citrico y dulce. es una infusion que se puede disfrutar tanto fria como caliente.","te verde, cascara de naranja, flor de calendula, sabor natural de limon y naranja",85 gramos,https://adagio.cl/products/verde-citrico,verde citrico,5990,antioxidante,digestion,,,,2,5,80 celsius,2-3 min
"2,5g/250ml",negro,"este te negro original de sri lanka ademas de poseer propiedades antioxidantes, ayuda como antibiotico natural, a mejorar la digestion y niveles de azucar en la sangre. el mango le entrega un aroma y sabor floral, dulce y fresco.","te negro, trozos de mango, esencia natural de mango y flor de calendula.",85 gramos,https://adagio.cl/products/mango,mango,5990,antioxidante,energizante,,,,3,4.3,100 celsius,3 min
"2,5g/250ml",rojo,"este te pu erh,  es rico en antioxidantes, diuretico y una fuente de relajo y bienestar. de sabor y aroma intenso, con notas terrosas que se equilibran perfectamente con el dulzor de la frutilla y la calidez de la avellana.","te rojo pu erh, frutillas, granos de cacao y esencia natural de frutilla y avellanas.",85 gramos,https://adagio.cl/products/pu-erh-avellana-frutilla,pu erh avellana frutilla,6990,digestion,,,,,23,4.9,100 celsius,5 min
"2,5g/250ml",negro,"los beneficios de esta combinacion son multiples: ayuda a reforzar el sistema inmune, ayuda a nivelar el azucar en la sangre y mejorar la digestion, ademas de ser antioxidante y relajante. nuestra mezcla del te masala chai combina el aromatico te negro de sri lanka. en la cultura india, 'masala' significa mezcla de especias y 'chai' es simplemente te. por eso, masala chai literalmente significa te con especias. nuestra interpretacion trata de atenerse a la definicion original, con una fragancia calida y sugerente, un sabor estimulante, no muy picante. ni especiado, y un final en boca vigoroso y aromatico.","te negro, cardamomo, jengibre, clavo de olor, canela y esencia natural de canela.",85 gramos,https://adagio.cl/products/masala-chai,masala chai,5990,antioxidante,digestion,relajante,,,41,4.8,100 celsius,5 min
"2,5g/250ml",verde,"uno de nuestros tes mas populares! una mezcla rica en antioxidantes, diuretica, depurativa y que ayuda a reducir el estres. un balance perfecto entre lo acido y lo dulce de las frambuesas, con el toque fresco del te verde. una combinacion aromatica y sabrosa.","te verde, frambuesas, petalos de rosas y esencia natural de frambuesa",85 gramos,https://adagio.cl/products/verde-frambuesa,verde frambuesa,5990,antioxidante,digestion,,,,18,4.8,80 celsius,2-3 min
"2,5g/250ml",verde,"esta especial combinacion de te verde con mango, es alta en antioxidantes, depurativa, diuretica y ayuda a mejorar la digestion. su sabor es dulce y fresco, con toques florales y tropicales. una gran opcion para iced tea.","te verde, trozos de manzana y mango, flor de calendula y esencia natural de mango",85 gramos,https://adagio.cl/products/verde-mango,verde mango,5990,antioxidante,digestion,,,,9,4.9,80 celsius,2-3 min
"2,5g/250ml",blanco,"capturamos toda la frescura del te blanco con el rooibos y la cascara de naranja para crear una infusion antioxidante, diuretica y depurativa, que ademas ayuda a favorecer la eliminacion de grasas y fortalecer el sistema inmune. de sabor veraniego, frutal y fresco, esta mezcla es perfecta para disfrutar durante el verano en su version 'iced tea'.","te blanco, rooibos, trozos de manzana, naranjas, hibisco, sabor natural de durazno, trozos de mango, sabor natural de naranja y flores de calendula.",43 gramos,https://adagio.cl/products/blanco-naranja,blanco naranja,5990,antioxidante,,,,,1,5,80 celsius,3-5 min
"2,5g/250ml",hierba,,"manzana, rosa mosqueta, hibisco, naranja, cedron, sabor de fruta de dragon, trozos de pina, fruta de dragon, petalos de rosa, flor de calendula y frutillas.",85 gramos,https://adagio.cl/products/copy-of-explosion-de-berries,dragonfruit dream,Agotado,digestion,sin-cafeina,,,,5,5,100 celsius,5 min
"2,5g/250ml",rooibos,"el rooibos verde no ha pasado por un proceso de oxidacion por lo que tiene mayores propiedades antioxidantes. por su parte los arandanos ayudan a mejorar la memoria y reforzadores del sistema inmune. esta infusion descafeinada, tiene un sabor fresco, ligeramente acido y con un dulzor suave que encanta a cualquiera.","rooibos verde, arandanos, esencia natural de arandanos, hojas de frambuesa, rosa mosqueta, hibisco, cranberries y aciano azul.",85 gramos,https://adagio.cl/products/rooibos-arandano,rooibos verde arandano,Agotado,antioxidante,digestion,relajante,sin-cafeina,,7,5,100 celsius,5 min
"2,5g/250ml",hierba,"trozos de manzana, rosa mosqueta, cranberries, hojas de menta, petalos de rosa, flor de calendula, cartamo y sabor natural a naranja y crema.","trozos de manzana, rosa mosqueta, cranberries, hojas de menta, petalos de rosa, flor de calendula, cartamo y sabor natural a naranja y crema.",57 gramos,https://adagio.cl/products/summer-night,summer night,5990,relajante,sin-cafeina,,,,,,100 celsius,5-10 min
"2,5g/250ml",hierba,"mezcla de hierbas que favorece la relajacion y se asocia con el amor, la felicidad, la paz y la armonia. los ingredientes que componen esta combinacion de plantas, desde el punto de vista nutricional, son una rica fuente de vitaminas, minerales y antioxidantes.","manzana, lemongrass, petalos de rosa, lavanda, naranja, aciano azul, esencia natural de limon.",57 gramos,https://adagio.cl/products/lavanda-citrico,lavanda citrico,5990,relajante,sin-cafeina,,,,2,4.5,100 celsius,5-10 min
"2,5g/250ml",blanco,"esta infusion con te blanco de china, rooibos y esencia de frutilla, es una combinacion unica y de sabor especial. rica en antioxidantes, depurativa y digestiva, ayuda a aliviar el estres, mejorar la memoria y fortalecer el sistema inmune. de sabor dulce, se equilibra perfectamente con notas herbales y frutales, y la calidez de la vainilla.","te blanco, rooibos, trozos de manzana, hibisco, arandanos, flor de calendula, petalos de rosa, esencia natural de frutilla y vainilla.",43 gramos,https://adagio.cl/products/blanco-frutilla,blanco frutilla,Agotado,antioxidante,digestion,,,,11,4.8,80 celsius,3-5 min
"2,5g/250ml",hierba,"llega el verano y con el una de nuestras frutas favoritas: la sandia. imagina entonces poder tomar un te helado con ese sabor que tanto te gusta combinado tambien, con manzana, cranberries y rosa mosqueta, ingredientes que te aportan una fuente importante de vitaminas, minerales y antioxidantes. una bebida jugosa, dulce y refrescante.  te querras tomar la jarra completa!","trozos de manzana, rosa mosqueta, hibisco, hojas de frambuesa, petalos de rosa, cranberries y sabor natural a sandia.",60 gramos,https://adagio.cl/products/watermelon-cooler,watermelon cooler,Agotado,antioxidante,sin-cafeina,,,,1,3,100 celsius,5 min
"2,5g/250ml",verde,"la combinacion perfecta de te verde -y su gran poder antioxidante, diuretico y fortalecedor del sistema inmune- con manzana, rosa y lychee, una fruta roja muy apreciada en china no solo por su sabor agridulce, sino tambien, por sus multiples propiedades antiinflamatorias y vasodilatadoras. rica en vitamina c, b y minerales.","te verde, trozos de manzana, petalos de rosa, sabor natural a lychee y rosa.",60 gramos,https://adagio.cl/products/sunrise,sunrise,Agotado,antioxidante,digestion,,,,1,5,100 celsius,5 min
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infusor, puedes dejarlo reposar sobre la tapa de silicona.",celeste,https://adagio.cl/products/mug-bhoro-celeste-print,mug bhoro menta estrellas,16990,,,,,,3,5,,
,,disfrute sus tes y hierbas en esta elegante taza de te de doble vidrio. fabricada con borosilicato a las altas temperaturas. apto para lavavajillas y microondas.pack de 2 unidades.capacidad: 250 ml,preparar te con alguna tetera adagio y echarlo en uno de los vasos doble vidrio y  disfruta!,,https://adagio.cl/products/set-vasos-doble-vidrio,set vasos doble vidrio,8990,,,,,,13,5,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infursor, puedes dejarlo reposar sobre la tapa de silicona.",lila,https://adagio.cl/products/mug-bhoro-lila-print,mug bhoro lila lunas,16990,,,,,,1,5,,
,,"nueva taza de doble vidrio borosilicato 400 ml, con exclusivo diseno de estrellas doradas en el vaso interior.",preparar te con alguna tetera adagio y echarlo en tu doble vidrio  disfruta!,,https://adagio.cl/products/taza-doble-vidrio-estrellas-doradas-grande,taza doble vidrio estrellas doradas grande,Agotado,,,,,,17,4.8,,
,,"el mug bhoro ha sido disenado para preparar el te de una manera simple, util y practica. contiene un infusor en su interior de acero inoxidable que permite filtrar todo tipo de tes y hierbas, ademas de una tapa de silicona para mantener su temperatura, que sirve tambien de posavaso para el infusor. capacidad: 470 ml.","echar el te en el infusor de acero inoxidable, ponerlo en la taza, echar agua a la temperatura recomendada, dejar infusionar segun el tiempo indicado y a disfrutar. una vez utilizado el infursor, puedes dejarlo reposar sobre la tapa de silicona.",grafito,https://adagio.cl/products/mug-bhoro-grafito,mug bhoro negro dorado,14990,,,,,,1,5,,
,,"la tetera ingenuitea tiene un diseno innovador, moderno y entretenido, es exclusiva de adagio teas. permite preparar el te de una manera facil y practica, ya que no solo infusiona el te gracias a su filtro de malla, sino que tambien lo libera al ponerlo sobre una taza, levantandose una valvula de la base. una vez utilizado, es muy facil de limpiar.apto para lavavajillas. fabricado en taiwan, con tritan (plastico especialmente formulado para resistir altas temperaturas). 100% libre de bpa. capacidad: 800 ml.","poner las hebras de te dentro del ingenuitea, echar agua a la temperatura recomendada. esperar segun el tiempo indicado, y una vez lista la infusion, poner el ingenuitea sobre una taza, dejar que se libere el te y a disfrutar.",transparente,https://adagio.cl/products/ingenuitea-800-ml,ingenuitea 800 ml,Agotado,,,,,,4,5,,
